,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Cluster
1534,0.589,1999,0.439,['Banda Cuisillos'],0.45,186410,0.513,0,1HSGZKGrZQFeLtuzb9s2MH,5.96e-06,7,0.186,-7.815,1,Hasta La Eternidad,47,1999-10-07,0.0318,148.422,4
1535,0.265,1973,0.199,['The Beatles'],0.457,307680,0.361,0,7lQ9vPEIo4caEIctf6bYOi,0.0008619999999999,4,0.108,-14.52,0,A Day In The Life - Remastered 2010,44,1973-04-02,0.0308,81.068,4
1536,0.498,2000,0.000422,['Rage Against The Machine'],0.44,190693,0.937,0,2rqrgNkiWg072vbo81h02j,2.35e-05,2,0.799,-2.418,1,Kick out the Jams,43,2000-12-05,0.0623,116.42,4
1537,0.924,1963,0.601,['Jorge Ben Jor'],0.518,167067,0.535,0,0YojqXjn4xb5hblpFAhqJr,1.91e-05,2,0.1369999999999999,-8.56,1,"Por Causa De Você, Menina",52,1963-01-01,0.0338,156.759,0
1538,0.8590000000000001,1997,0.0618,['Alton Ellis'],0.835,225733,0.473,0,7wOuNHPyTnGbZ5zjpG2Kp3,0.0,7,0.28,-12.175999999999998,1,I'm Still in Love,48,1997-02-07,0.232,86.054,1
1539,0.491,2012,0.0181,"['3 Doors Down', 'Jack Joseph Puig']",0.48,243053,0.863,0,0nNVR2iDM3eVzEgMi78vQm,0.0,1,0.111,-4.914,0,Let Me Go,53,2012-01-01,0.0385,91.972,4
1540,0.5479999999999999,2014,0.000629,['Tiësto'],0.654,262200,0.83,0,5L2l7mI8J1USMzhsmdjat9,1.13e-06,10,0.121,-4.801,1,Red Lights,68,2014-06-13,0.0366,124.989,1
1541,0.727,1993,0.457,['R. Kelly'],0.6579999999999999,277493,0.55,0,4iXZFxEUzTTLMLE5jCyKEb,0.000728,9,0.114,-6.705,1,Your Body's Callin',49,1993-11-07,0.0302,168.28900000000004,1
1542,0.247,1996,8.45e-06,['Acid Bath'],0.3,340760,0.83,0,5ScZu89HBd1n8fyUncpipA,7.979999999999999e-05,1,0.117,-12.414,1,Paegen Love Song,34,1996,0.0588,142.468,4
1543,0.856,1975,0.0042299999999999,['Fleetwood Mac'],0.521,160787,0.753,0,2hLclTG8XLSYTUjRlv2wrK,0.0,9,0.115,-7.647,1,Blue Letter - 2017 Remaster,38,1975-07-11,0.0349,149.341,1
1544,0.419,1997,0.331,['Bryan Adams'],0.469,241760,0.598,0,1OQpTtcuAauAqp5Okxtbs2,0.0,9,0.977,-7.791,1,Summer Of '69 - MTV Unplugged Version,57,1997-01-01,0.031,141.11,4
1545,0.723,1969,0.00407,['MC5'],0.316,160533,0.921,0,1cLfXnBwTFuRngRZfQeLof,0.0,2,0.37,-3.491,1,Kick Out the Jams,43,1969,0.0708,145.559,4
1546,0.5760000000000001,1973,0.14,['Free'],0.498,220147,0.72,0,6TSBIfIbxuPDi1uqMqy1iV,0.000252,4,0.38,-10.533,0,Wishing Well,49,1973-01-01,0.0674,121.892,4
1547,0.856,1961,0.743,['Ramito'],0.503,177360,0.585,0,2KbVVB8heW8JhwL2JZZcw6,5.51e-06,10,0.313,-9.016,0,Enseñame El Lunar,8,1961-08-28,0.0583,111.928,0
1548,0.735,1962,0.6809999999999999,['John Zacherle'],0.7440000000000001,157600,0.804,0,4f5pHDqLOoqZmAmWIHi0LZ,0.0,7,0.197,-5.9670000000000005,1,The Ha-Ha-Ha,7,1962-01-01,0.193,117.942,1
1549,0.64,1965,0.34,['Al Martino'],0.414,178333,0.507,0,6Wa3ssKzCK6HG9A0faFEDC,3.11e-05,5,0.261,-9.003,1,What Now My Love,24,1965-09-04,0.0335,118.385,4
1550,0.71,1963,0.613,['The Cookies'],0.6729999999999999,146413,0.6709999999999999,0,7MMz7zySaLubuOqlOIraNA,0.0,7,0.246,-7.021,1,Chains,21,1963,0.0729,142.678,1
1551,0.6509999999999999,2009,0.0788,['Keri Hilson'],0.4270000000000001,209840,0.767,0,0VI3YNoksmAn0LMnTVhBkq,0.0,6,0.095,-5.783,1,Energy,46,2009-01-01,0.143,76.711,1
1552,0.654,1979,0.281,['Angela Bofill'],0.462,305000,0.868,0,787Xq20rkccCLttASpk9Hy,0.00269,6,0.14,-7.4860000000000015,1,Angel of the Night - Remastered,28,1979,0.0503,107.419,1
1553,0.412,1953,0.962,"['Igor Stravinsky', 'Otto Von Rohr', 'Sir Peter Pears']",0.392,162173,0.199,0,2P07Q67RwHE0uK7RmEDH79,3.3e-05,9,0.387,-15.473,0,Oedipus Rex - Opera-Oratorio in two acts after Sophocles: Act I: Dicere non possum,0,1953,0.0373,121.708,0
1554,0.615,1959,0.6809999999999999,['Esquivel!'],0.731,153000,0.718,0,6711qUA78J4qINtg6PyQYr,0.156,10,0.0977,-8.775,1,Whatchamacallit,19,1959-06-01,0.175,97.106,1
1555,0.608,1975,0.499,['Disco Tex & His Sex-O-Lettes'],0.476,236627,0.893,0,3xU59QWnYBrXTswby68Qm0,0.0,7,0.403,-5.9220000000000015,1,Get Dancin',28,1975-04-03,0.184,106.129,4
1556,0.384,1967,0.191,['Caetano Veloso'],0.51,222107,0.696,0,4cMbAhrwsZsAHceaGvZy9y,0.0,8,0.0973,-6.127999999999999,1,Tropicália - Remastered 2006,49,1967-01-01,0.0748,96.872,4
1557,0.326,1951,0.981,['Bud Powell'],0.41,190240,0.28,0,51Lvv1iulBJyobF2QWVzJn,0.7509999999999999,0,0.308,-16.236,1,April In Paris,18,1951-01-01,0.0301,142.22,2
1558,0.442,1995,0.411,['Perfect Stranger'],0.5770000000000001,210867,0.436,0,7KgBgVGO5Ey46Z8r78eKAG,0.0,2,0.107,-10.988,1,You Have The Right To Remain Silent,38,1995-06-13,0.0275,163.928,4
1559,0.517,2005,0.669,['Jack Johnson'],0.603,102947,0.165,0,3FK0U3qJYP3E24Vx5QSBWz,0.588,7,0.124,-17.988,1,Belle,53,2005-01-01,0.0452,126.717,0
1560,0.6809999999999999,1977,0.478,['Wire'],0.507,77627,0.96,0,5Afr2zFhd1HPMtAHwdakUx,0.000253,9,0.329,-5.841,1,Surgeon's Girl - 2006 Remastered Version,31,1977-11-01,0.0391,122.416,4
1561,0.715,1967,0.578,['Jefferson Airplane'],0.409,153400,0.505,0,3fNvTmIR68qzusVAUhSwk3,0.00255,2,0.237,-11.747,1,Plastic Fantastic Lover,39,1967,0.0447,206.647,4
1562,0.6940000000000001,1957,0.488,['The Dave Brubeck Quartet'],0.453,273213,0.333,0,2ngKsHQLVpM27uVHbO5qu2,0.0444,10,0.0511,-16.348,0,History of a Boy Scout - Remastered,5,1957,0.0465,151.113,0
1563,0.8759999999999999,1943,0.971,['Kamala Bai'],0.5920000000000001,152787,0.313,0,5DWgQCaViKOqIuNRGrUwPS,0.00993,11,0.143,-12.035,1,Kaamadhenu Namipena,0,1943-12-31,0.0819,67.108,0
1564,0.398,2010,0.0265,['Hannah Montana'],0.411,177507,0.847,0,2kIq7Oq6YNfdUuTrmPC4w1,0.0,7,0.222,-3.705,1,Ordinary Girl,63,2010-01-01,0.219,182.496,4
1565,0.868,2015,0.0597,['Fifth Harmony'],0.6659999999999999,211932,0.812,0,0hO71r8vbnrXSaXVrR9ptF,0.0,6,0.0603,-4.07,0,I'm In Love With a Monster,64,2015-08-14,0.0647,145.059,1
1566,0.361,1989,0.655,"['Jose Mari Chan', 'Regine Velasquez']",0.573,216440,0.331,0,1e94BlwdHDMcadDh2abL4Q,0.0,7,0.0865,-13.529000000000002,0,Please Be Careful With My Heart,55,1989,0.0248,99.578,0
1567,0.716,1960,0.44,['La Sonora Santanera'],0.638,306733,0.371,0,74QPER4AQljHjOBIZxKp10,0.000101,0,0.0737,-8.177,1,A Muchos Años,15,1960,0.0868,114.445,1
1568,0.545,2020,0.0118,['Megan Thee Stallion'],0.863,176750,0.633,1,1E3VQQWFQAPJkXfYHjqWoI,0.0,10,0.285,-5.002,0,Captain Hook,77,2020-03-06,0.287,163.991,1
1569,0.382,2002,0.965,['Vienna Teng'],0.633,233467,0.143,0,6anScmEgi2LUoGRD9PpFVu,1.11e-05,11,0.109,-15.375,1,Lullabye for a Stormy Night,39,2002-11-05,0.0375,114.131,0
1570,0.7879999999999999,1952,0.961,"['Lallubhai', 'Bhikhu']",0.31,235851,0.647,0,0tKQDCOLeau4BEyvLoScR6,0.000832,8,0.883,-7.477,1,Hun To Thooloni Dali,0,1952-10-01,0.093,92.903,0
1571,0.4920000000000001,1998,0.484,['Los Temerarios'],0.6759999999999999,305293,0.482,0,3CH8ti307xUz5NlaHoQBPR,0.00195,4,0.129,-8.863,1,Como Te Recuerdo,64,1998-06-01,0.0266,90.435,1
1572,0.6679999999999999,1956,0.97,"['Ewan MacColl', 'Peggy Seeger']",0.522,105653,0.278,0,77udGBZ4YbWShT5jBxYJwU,7.67e-06,10,0.108,-11.441,1,Mormond Braes,8,1956,0.0504,177.50099999999995,0
1573,0.8320000000000001,1929,0.978,['Francisco Canaro'],0.836,184493,0.307,0,7hgrMM3dTqRFBso0ogWpeF,0.00512,2,0.0967,-9.898,1,San Sebastián - Instrumental (Remasterizado),0,1929-10-22,0.0734,125.763,0
1574,0.201,1954,0.99,['The Blue Stars'],0.33,161693,0.159,0,71qDcZSimg9ltey89S3DO2,0.000125,11,0.215,-16.78,0,Tout Bas,1,1954-01-01,0.0268,70.991,2
1575,0.39,1969,0.752,['Led Zeppelin'],0.377,273893,0.463,0,6eOVtyKUlEO6osSI6weaFC,0.000656,9,0.166,-11.057,1,What Is and What Should Never Be - Rough Mix with Vocal,30,1969-10-22,0.069,164.87599999999995,0
1576,0.519,1982,0.0377,['Rush'],0.552,383400,0.8029999999999999,0,71PeEU6DLw7b2UvKuilQ0e,0.000323,7,0.0891,-9.89,1,The Weapon,36,1982-09-09,0.0416,111.74,1
1577,0.612,2009,0.000125,['Paramore'],0.416,209427,0.98,0,3mzV0WDATjcpzcTNK2TLJw,0.0,4,0.332,-2.175,1,Looking Up,53,2009-09-28,0.108,195.972,4
1578,0.56,1957,0.528,['Frank Sinatra'],0.379,232107,0.235,0,3Hsj7fI23gZ3xSk6yuVe0i,1.46e-06,9,0.0912,-11.953,0,From This Moment On - Remastered,25,1957-06,0.0331,160.559,0
1579,0.33,2018,0.000572,['Three Days Grace'],0.4920000000000001,198360,0.932,0,5Z6UMh8TMzxXslMc3bRXy1,4.75e-06,10,0.123,-4.689,1,The Mountain,63,2018-03-09,0.052,92.497,4
1580,0.7290000000000001,2001,0.324,['Los Tigres Del Norte'],0.794,288267,0.475,0,2JbygM27k6XozLpPfXSoBn,0.0,9,0.0359,-9.107,1,Valentin Felix,43,2001-01-01,0.119,109.562,1
1581,0.551,2012,0.00141,['P!nk'],0.6729999999999999,247907,0.629,0,1jF7IL57ayN4Ity3jQqGu0,0.0,2,0.0944,-7.072,1,Try,75,2012-09-18,0.0299,103.998,1
1582,0.7909999999999999,2009,0.197,['Miley Cyrus'],0.738,181013,0.804,0,6ntkwU1MhehTKgx4BWxX3f,0.0,10,0.297,-6.018,0,Hoedown Throwdown,60,2009-01-01,0.0608,109.045,1
1583,0.223,1926,0.962,['Beniamino Gigli'],0.254,267293,0.242,0,0puMN7VeWf9uT8QU5Waazm,0.000221,2,0.309,-11.984000000000002,1,L'Ultima Canzone,0,1926-01-01,0.0336,94.967,2
1584,0.794,1951,0.862,"['Giuseppe Verdi', 'Fernando Previtali', 'Orchestra Sinfonica di Roma della RAI']",0.426,74733,0.365,0,29bPTyVfsBU9WzIcoMIy4G,0.0391,2,0.389,-13.71,1,"Verdi : Nabucco : Part 2 - L'Empio ""Chi s'avanza?"" [Abigaille, Gran Sacerdote, Chorus]",0,1951,0.1639999999999999,134.89600000000002,0
1585,0.158,1976,0.941,"['George Gershwin', 'Barbara Hendricks', 'James Vincent Pickens', 'Francois Clemmons', 'Arthur Thompson', 'Florence Quivar', 'Samuel Hagan', 'Christopher Deane', 'The Cleveland Orchestra Chorus', 'Cleveland Orchestra', 'Lorin Maazel']",0.24,525933,0.195,0,6KPHeapd7OZ6W0jEoOWT6L,0.00303,11,0.112,-18.034,0,"Porgy and Bess / Act 1: ""Summertime""",21,1976-01-01,0.0428,83.406,2
1586,0.0552,1946,0.8959999999999999,"['Pietro Mascagni', 'John Georgiadis']",0.187,177707,0.144,0,5lcC2QoMGdJu8TvmOaJzNB,0.8370000000000001,5,0.261,-17.784000000000006,1,Intermezzo from Cavalleria Rusticana - Instrumental,4,1946,0.0413,131.326,2
1587,0.915,1929,0.992,"['Francisco Canaro', 'Charlo']",0.769,172613,0.279,0,7qEuh1EodfMDvkCCLq0jLA,0.208,5,0.362,-8.817,0,La Cieguita de Boedo - Instrumental (Remasterizado),0,1929-10-15,0.0831,115.556,0
1588,0.37,2009,0.41,"['Dave Rawlings Machine', 'David Rawlings']",0.473,294533,0.309,0,5H4O7l1j2IzYsrUl0YugK6,9.83e-06,9,0.143,-10.364,1,Ruby,46,2009-11-17,0.0305,120.168,0
1589,0.451,1969,0.8190000000000001,['Fairport Convention'],0.6,280600,0.255,0,2ilrSlLc9G9blgqdFFq0La,0.0043799999999999,2,0.103,-16.518,0,Crazy Man Michael,31,1969-12-01,0.0339,115.854,0
1590,0.216,1999,0.000164,['The Bouncing Souls'],0.243,127000,0.981,0,180mXjN61yhrKhbY2yQc0E,1.11e-05,4,0.207,-5.251,1,Hopeless Romantic,50,1999-05-04,0.074,105.022,4
1591,0.00612,2019,0.0765,['The Outdoor Library'],0.198,138123,0.000216,0,247djZ4tbKkV0bPJ0gW5Zk,0.948,0,0.8809999999999999,-21.767,1,Sounds of Nature: Dripping Rain,68,2019-10-10,0.101,84.15899999999998,2
1592,0.853,1989,0.346,['Frankie Ruiz'],0.516,261880,0.92,0,2NQsj4HzvWYw5VbDJRrlJY,4.02e-06,7,0.0445,-3.937,1,Amantes De Otro Tiempo,27,1989-01-01,0.0441,174.72,1
1593,0.476,1986,0.608,"['Misfits', 'Glenn Danzig']",0.468,131333,0.846,0,7dWyBjRr6F6Ap2N6xNNXf2,0.468,0,0.214,-11.889,1,Astro Zombies,47,1986-01-01,0.0484,110.761,4
1594,0.82,1965,0.506,['Barbara Mason'],0.659,173333,0.314,0,5PyCclsFT2Ypo1WWp7PpnA,1.64e-05,10,0.068,-11.643,1,Something You Got,14,1965-01-01,0.0283,95.063,0
1595,0.447,1930,0.985,['Giorgos Papasideris'],0.334,197000,0.327,0,0fBMmu6K0BUPyxQXa4Kr4U,0.414,4,0.23,-14.813,1,Tselios,0,1930-01-01,0.046,108.321,2
1596,0.56,1982,0.279,['Jefferson Starship'],0.481,232480,0.8909999999999999,0,5LHCFZ5WpuN4Isb8hwGzbU,1.14e-05,4,0.171,-4.093,0,Winds of Change,26,1982,0.0993,128.097,4
1597,0.194,1999,0.0538,['Rage Against The Machine'],0.298,280960,0.848,0,2LXPNLSMAauNJfnC58lSqY,0.00152,2,0.201,-5.947,1,Born of a Broken Man,54,1999-11-02,0.0727,148.282,4
1598,0.537,1976,0.311,"['B.B. King', 'Bobby ""Blue"" Bland']",0.485,777400,0.247,0,6rxCHpelJ5yL0L2CszHnG3,0.00857,9,0.8320000000000001,-19.381,0,"Medley: The Thrill Is Gone / I Ain't Gonna Be The First To Cry - Live At Coconut Grove, Los Angeles/1976",23,1976-01-01,0.0618,92.345,4
1599,0.7929999999999999,1936,0.994,['Edgardo Donato Y Sus Muchachos'],0.745,136951,0.115,0,4nJLBb80ULK7EiOQJIq5vV,0.224,10,0.24,-16.032,1,Chapaleando Barro - Remastered,0,1936-01-12,0.206,140.546,0
1600,0.304,1973,0.884,['Luiz Melodia'],0.555,126800,0.34,0,3NKztbZsUnc18vtO01eecf,1.16e-05,0,0.134,-7.099,1,Magrelinha,50,1973-01-01,0.0354,114.608,0
1601,0.495,1925,0.985,['Louis Armstrong & His Hot Five'],0.625,194627,0.223,0,6bTkrQHnJUXAQtIITRhTg5,0.0255,8,0.111,-11.825,1,You're Next,7,1925,0.0577,125.495,0
1602,0.667,1994,0.115,['Marvin Gaye'],0.445,160333,0.867,0,2dQrPamTqMPkYAGRQO76dX,0.0,2,0.0747,-7.635,0,This Love Starved Heart Of Mine (It's Killing Me) - 1994 Love Starved Heart Version (Mono),44,1994,0.0571,135.243,4
1603,0.868,2000,0.6759999999999999,['Harry Belafonte'],0.601,224733,0.8,0,6KkAC41nNRiWA6w3ZD9cJ8,0.0,9,0.611,-9.509,0,Jump in the Line,53,2000-07-25,0.322,113.612,1
1604,0.8440000000000001,2011,0.00113,['Nickelback'],0.606,221680,0.95,0,1moK0N5GaJKO2XHsm4snkU,1.46e-05,10,0.0462,-3.212,0,Gotta Get Me Some,49,2011-11-14,0.0701,81.006,1
1605,0.136,2017,0.411,"['NAV', 'Metro Boomin']",0.6779999999999999,215067,0.395,1,1xpXnpIpuvzpx9jz15baJF,0.00544,9,0.122,-8.639,0,Call Me,65,2017-07-21,0.12,170.065,4
1606,0.716,1980,0.244,['The Bellamy Brothers'],0.664,198493,0.386,0,5KzmL7BHycF67Gc482ZVd8,8.92e-06,9,0.183,-15.592,1,Lovers Live Longer,35,1980-07-01,0.0297,105.147,1
1607,0.4970000000000001,2012,0.6609999999999999,['The Lumineers'],0.72,165933,0.802,0,3ZzlzIJ5iH3WXCP6bX8Vp5,7.9e-06,5,0.348,-7.5070000000000014,1,Classy Girls,52,2012-04-03,0.0342,121.011,1
1608,0.68,1969,0.395,['Sam & Dave'],0.746,152333,0.334,0,3pL0x4IUqemNfzJPn5Hvbi,0.00793,6,0.258,-13.418,1,Soothe Me,51,1969,0.13,126.099,1
1609,0.531,1954,0.921,"['Deutsche Grammophon Literatur', 'Johann Wolfgang von Goethe', 'Gustaf Grundgens']",0.551,88767,0.059,0,0GiscSR0ZW1EFI0N3VCQsL,0.0,11,0.147,-30.545,0,Nacht (Faust Monolog) - Teil 05,3,1954-01-01,0.507,91.203,3
1610,0.517,1947,0.975,"['Giuseppe Verdi', 'Arturo Toscanini']",0.47,218973,0.161,0,7oMf8cEXVjDWaUS0ZLpnvk,0.00806,1,0.117,-18.94400000000001,1,"Otello: Act III: Vieni, l'aula è deserta",0,1947,0.0871,149.441,0
1611,0.424,1954,0.8420000000000001,['Bud Powell'],0.5760000000000001,157400,0.0629,0,2ubow9Xhi9ALmq8ipXiPN1,5.31e-05,8,0.0792,-20.619,1,The Best Thing For You,5,1954-01-01,0.0544,131.738,0
1612,0.647,1991,0.105,['The Zeros'],0.335,145497,0.787,0,1cC9rCulvdhDScX0RIZ0yC,0.000271,7,0.334,-9.733,1,Don't Push Me Around,35,1991-01-01,0.0913,161.51,4
1613,0.64,1982,0.324,['Led Zeppelin'],0.39,306680,0.908,0,4UbfGyhLsp4blVMSX49mWD,0.000806,0,0.31,-7.782,1,Darlene - Remaster,32,1982-11-19,0.0894,169.172,4
1614,0.768,1969,0.612,"['Johnny Cash', 'June Carter Cash']",0.5479999999999999,203000,0.799,0,7ryGtzNkNTZBfzpyvKhH16,0.000135,1,0.978,-8.26,1,"Jackson - Live at San Quentin State Prison, San Quentin, CA - February 1969",24,1969-06-05,0.14,132.075,4
1615,0.197,2015,0.21,['Futuristic'],0.762,214903,0.8390000000000001,1,7JpewU9FPkJyiOi0CErkpI,0.0,9,0.275,-4.676,1,The Greatest,56,2015-05-12,0.307,122.047,4
1616,0.211,2012,0.151,['Zach Sobiech'],0.659,179627,0.64,0,1ad6CbExeZneBGswe5YuSD,0.00477,2,0.109,-6.544,1,Clouds,64,2012,0.0263,96.935,1
1617,0.359,2008,0.0696,['The Weeks'],0.601,317040,0.7070000000000001,0,4UJcBy8d3vzCC8c0dg9oDQ,0.00909,4,0.111,-4.845,1,Buttons,43,2008-07-08,0.0352,119.969,4
1618,0.459,1953,0.924,['Talat Mahmood'],0.239,251053,0.461,0,2LtexlsP3JMNmNaXwiKfji,0.000103,8,0.299,-5.894,1,Mujhe Dekho Hasrat Ki Tasveer Hoon,0,1953-12-01,0.0313,154.908,0
1619,0.866,1976,0.211,"['Alfredo Gutiérrez y sus Acordeones Dorados', 'Nacho Paredes']",0.804,200395,0.575,0,0kFPDmoDMu4dpVCvTeuMSl,0.00197,11,0.114,-6.863,0,Prende la Vela,26,1976-05-14,0.0494,111.761,1
1620,0.463,1945,0.526,['紫薇'],0.52,229827,0.31,0,4vEkv3RGRcxUEnYnYDf6xD,0.0,4,0.181,-12.679,0,回想曲,0,1945-02-01,0.0329,114.712,0
1621,0.401,1972,0.0657,['Humble Pie'],0.412,313040,0.574,0,6E6OMbAqgqLbSU7RuoLi6p,0.00587,2,0.102,-15.220999999999998,1,C'mon Everybody,26,1972-01-01,0.0449,119.454,4
1622,0.627,1927,0.995,['Francisco Canaro'],0.735,195013,0.0499,0,4fFzWSYKJacbJwnPElOoHA,0.674,7,0.11,-23.049,1,Pájaros de Fuego - Instrumental (Remasterizado),0,1927-09-16,0.305,110.084,0
1623,0.22,1932,0.971,['with Studio Orchestra'],0.347,183240,0.125,0,77lL4ebNTDt9JiO8f5uyDu,0.000111,8,0.173,-20.44,1,Paradise,5,1932,0.0531,96.336,2
1624,0.716,1939,0.97,['Lead Belly'],0.563,157060,0.363,0,7jW1AP1q8iMUZeJcVWND8G,0.938,6,0.11,-13.296,0,The Boll Weevil,4,1939-04-19,0.0442,138.704,0
1625,0.4370000000000001,1986,0.0016,['AC/DC'],0.43,173653,0.6,0,1nUk7iNwJ26jIhNaEHt910,0.925,5,0.128,-8.259,1,D.T.,41,1986-05-24,0.067,99.187,4
1626,0.155,1953,0.995,"['Claude Debussy', 'Walter Gieseking']",0.47,210294,0.00131,0,2FzIy8kjHf2qpnzspFSMWf,0.924,5,0.091,-36.169,1,"Debussy: Préludes, Livre I, CD 125, L. 117: No. 6, Des pas sur la neige",2,1953,0.0527,139.041,2
1627,0.637,1994,0.0668,['The Notorious B.I.G.'],0.84,304147,0.638,0,348bhxVSN8fGmzsSnpSlQy,1.07e-06,7,0.482,-8.173,1,Gimme the Loot - 2005 Remaster,35,1994-09-13,0.386,94.012,1
1628,0.512,1943,0.995,['Khursheed Bano'],0.404,182920,0.0641,0,5NsUTo3aY0JMP0V6VJiXMV,0.81,9,0.117,-16.81,0,Ankhon Ka Khel Khel Ke,0,1943-01-01,0.0523,84.823,2
1629,0.78,2012,0.000222,['Downplay'],0.352,169787,0.906,0,0D1ExGkm9m5QXklubnFZXp,0.0,8,0.181,-4.493,1,Hated You from Hello,55,2012-05-29,0.0779,192.118,4
1630,0.733,1971,0.195,['Johnny Paycheck'],0.62,224733,0.342,0,3Rheq7fcu2GIifRlD8Yty7,0.000175,7,0.0741,-13.636,1,11 Months and 29 Days,23,1971,0.0287,90.283,1
1631,0.315,1969,0.49,['The Meters'],0.622,220533,0.215,0,7ozibSG8cIIiyePJjYY3Bz,0.8109999999999999,0,0.0982,-16.846,1,Stormy,45,1969,0.0304,77.904,2
1632,0.747,1978,0.111,['Prince'],0.753,384867,0.7020000000000001,0,7h4X53Z6RTBsLTCcmXISI3,0.0231,4,0.0429,-13.218,0,Just as Long as We're Together,31,1978-04-07,0.0436,127.901,1
1633,0.7929999999999999,2015,0.59,['Justin Bieber'],0.845,205680,0.5670000000000001,0,4B0JvthVoAAuygILe3n4Bs,0.0014199999999999,5,0.0811,-8.118,0,What Do You Mean?,78,2015-11-13,0.0956,125.02,1
1634,0.33,1945,0.984,['M. S. Subbulakshmi'],0.48,200920,0.207,0,3e47lt0y2GPxaekOlLFYpX,0.142,10,0.148,-14.574000000000002,1,Kandathundo Kannan Pol,0,1945-11-03,0.0525,86.046,2
1635,0.232,1969,0.0429,['The Kinks'],0.3670000000000001,321120,0.752,0,7hnN6OQSquje86scA0I66f,0.0,5,0.12,-7.001,1,Shangri-La - Mono Mix,40,1969-10-10,0.0484,112.821,4
1636,0.89,1964,0.7240000000000001,['The Everly Brothers'],0.547,142907,0.523,0,6oRHRkQigTzJ3KwpO3XOV6,0.0,9,0.103,-9.176,1,Bye Bye Love,61,1964-08-01,0.0572,169.59799999999996,0
1637,0.364,1930,0.989,['Jack Payne'],0.303,165493,0.1669999999999999,0,7Dlwnu9FyGkhT0UmCXKfcX,0.0153,2,0.118,-17.756,1,So Blue,5,1930,0.0586,82.87299999999998,2
1638,0.632,2013,0.369,['Common Kings'],0.643,185480,0.647,0,0e3aRkhcCdkYN62p2PFfD3,0.0,0,0.334,-9.061,1,24/7,54,2013-08-13,0.0795,76.94800000000002,1
1639,0.936,1998,0.236,['Beastie Boys'],0.813,229787,0.494,0,3EJweHq5GBpdeMIHmBAi6v,0.853,7,0.6679999999999999,-9.891,0,Song For Junior - Remastered,40,1998-07-14,0.039,115.423,1
1640,0.693,1943,0.949,['Dooley Wilson'],0.616,83893,0.353,0,3iULzsWhpopz4UHzELBomM,0.0,5,0.286,-13.088,1,Knock On Wood - Alternate Version,9,1943-01-23,0.89,179.584,3
1641,0.708,1994,0.291,['Luis Miguel'],0.631,161040,0.6829999999999999,0,1lKI9y1DL6QnYTZguVmACX,0.0,7,0.0994,-8.788,1,La Media Vuelta,72,1994-08-30,0.0344,97.959,1
1642,0.328,1983,0.00392,['Accept'],0.544,342600,0.7390000000000001,0,2dbOYFfS7r7NAzquRvji9A,0.000143,9,0.168,-7.382999999999999,1,Balls to the Wall,61,1983,0.0517,118.287,4
1643,0.407,1997,0.0184,['*NSYNC'],0.495,239733,0.7040000000000001,0,2lFmoFR906U2ztvMMuJ0ep,0.0,9,0.19,-5.26,1,Thinking of You (I Drive Myself Crazy),46,1997-05-26,0.0331,174.05599999999995,4
1644,0.972,1985,0.67,['Bronco'],0.7879999999999999,144827,0.721,0,2sn3SlSaJmAvEPrSFN9Nde,0.0,5,0.107,-9.991,1,El Pedidor,27,1985,0.0409,119.729,1
1645,0.868,1996,0.17,['Nas'],0.7290000000000001,262960,0.76,1,4HphiT6pmqBZiNHkyJCgBQ,0.0,0,0.104,-9.201,1,Black Girl Lost,41,1996-07-02,0.26,91.363,1
1646,0.264,2001,0.8140000000000001,"['Phillips, Craig & Dean']",0.291,312667,0.17,0,4MAU7cSYFsyTmlkZpz5kGV,0.0,0,0.128,-12.116,1,Your Grace Still Amazes Me,43,2001-01-01,0.033,127.708,2
1647,0.402,1979,0.0738,['Santana'],0.339,335040,0.487,0,4IJKerTtTzpETL915UDwUE,0.146,4,0.071,-18.24,0,Aqua Marine,35,1979-09-01,0.047,175.27200000000005,4
1648,0.0544,1980,0.898,['John Barry'],0.142,137707,0.183,0,03CRy0Ti6SlC9Miejx9k91,0.95,0,0.155,-14.817,1,Near The Lake,31,1980-01-01,0.0378,140.624,2
1649,0.149,1957,0.982,['Thelonious Monk'],0.537,191667,0.00759,0,5Z3IVJAd5PlT9t4tENdLVo,0.977,2,0.0695,-22.121,1,I Should Care,14,1957,0.0859,66.68,2
1650,0.205,2015,0.115,"['Logic', 'Jesse Boykins III']",0.551,282173,0.747,1,0M2ZekrsEkru9Xp5rWnouQ,0.0,7,0.0895,-7.911,1,Paradise,52,2015-11-13,0.254,88.93700000000004,4
1651,0.194,1996,0.64,['Kenny G'],0.265,361467,0.31,0,2YpjoEkXlkT5TBM2T7Hzkh,0.00349,10,0.185,-12.247,1,The Moment,53,1996,0.0359,181.174,4
1652,0.8320000000000001,1937,0.986,['Kenny Kersey and his orchestra'],0.682,172133,0.462,0,5wr7LXZpy8gLBI33tIKSOC,0.92,9,0.1689999999999999,-11.152,1,Boogie Woogie Cocktail,2,1937-01-01,0.032,115.559,0
1653,0.545,1965,0.6809999999999999,['Four Tops'],0.449,167173,0.777,0,0l6c7b2MPqSjcEXW4xUAxg,0.0,3,0.541,-5.167999999999998,0,Without The One You Love (Life's Not Worthwhile),29,1965-01-01,0.0553,130.362,4
